timestamp_ms,matrix_size,impl,threads,blockX,blockY,gridX,gridY,power_mW,temp_c,clock_MHz,time_ms,energy_mJ
1737827830311.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830313.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830314.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830315.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830317.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830319.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830320.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830324.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830326.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830327.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830333.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830335.000000,4096x4096,4,32,1,32,128,1,67218,29.0,2760,0.120755,5178.595000
1737827830336.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830338.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830339.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830347.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830349.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830350.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830352.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830353.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830355.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830356.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
1737827830358.000000,4096x4096,4,32,1,32,128,1,67271,29.0,2760,0.120755,5178.595000
