timestamp_ms,matrix_size,impl,threads,blockX,blockY,gridX,gridY,power_mW,temp_c,clock_MHz,time_ms,energy_mJ
1737827829039.000000,1024x1024,4,32,1,32,32,1,20789,27.0,210,0.037704,1587.686000
1737827829041.000000,1024x1024,4,32,1,32,32,1,20789,27.0,210,0.037704,1587.686000
1737827829043.000000,1024x1024,4,32,1,32,32,1,20789,27.0,210,0.037704,1587.686000
1737827829044.000000,1024x1024,4,32,1,32,32,1,20789,27.0,210,0.037704,1587.686000
1737827829046.000000,1024x1024,4,32,1,32,32,1,20789,27.0,210,0.037704,1587.686000
1737827829048.000000,1024x1024,4,32,1,32,32,1,20789,27.0,210,0.037704,1587.686000
1737827829049.000000,1024x1024,4,32,1,32,32,1,20789,27.0,210,0.037704,1587.686000
1737827829060.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829062.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829063.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829070.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829071.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829073.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829075.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829077.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829078.000000,1024x1024,4,32,1,32,32,1,20906,27.0,210,0.037704,1587.686000
1737827829080.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829097.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829098.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829100.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829101.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829103.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829105.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829106.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829113.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829114.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829115.000000,1024x1024,4,32,1,32,32,1,20906,27.0,2550,0.037704,1587.686000
1737827829117.000000,1024x1024,4,32,2,16,32,1,20906,27.0,2550,0.035206,62.718000
1737827829119.000000,1024x1024,4,32,2,16,32,1,20906,27.0,2550,0.035206,62.718000
1737827829120.000000,1024x1024,4,32,2,16,32,1,20906,27.0,2550,0.035206,62.718000
1737827829122.000000,1024x1024,4,32,4,8,32,1,20906,27.0,2550,0.036038,83.624000
1737827829124.000000,1024x1024,4,32,4,8,32,1,20906,27.0,2550,0.036038,83.624000
1737827829126.000000,1024x1024,4,32,4,8,32,1,20906,27.0,2550,0.036038,83.624000
1737827829127.000000,1024x1024,4,32,8,4,32,1,20906,27.0,2550,0.037880,104.530000
1737827829129.000000,1024x1024,4,32,8,4,32,1,20906,27.0,2550,0.037880,104.530000
1737827829130.000000,1024x1024,4,32,8,4,32,1,20906,28.0,2550,0.037880,104.530000
1737827829132.000000,1024x1024,4,32,8,4,32,1,20906,28.0,2550,0.037880,104.530000
1737827829133.000000,1024x1024,4,32,16,2,32,1,20906,28.0,2550,0.041704,107.263000
1737827829135.000000,1024x1024,4,32,16,2,32,1,20906,28.0,2550,0.041704,107.263000
1737827829136.000000,1024x1024,4,32,16,2,32,1,21817,28.0,2550,0.041704,107.263000
1737827829138.000000,1024x1024,4,32,16,2,32,1,21817,28.0,2550,0.041704,107.263000
1737827829139.000000,1024x1024,4,32,32,1,32,1,21817,28.0,2550,0.050277,283.621000
1737827829147.000000,1024x1024,4,32,32,1,32,1,21817,28.0,2550,0.050277,283.621000
1737827829149.000000,1024x1024,4,32,32,1,32,1,21817,28.0,2550,0.050277,283.621000
1737827829150.000000,1024x1024,4,32,32,1,32,1,21817,28.0,2550,0.050277,283.621000
1737827829152.000000,1024x1024,4,32,32,1,32,1,21817,28.0,2550,0.050277,283.621000
1737827829153.000000,1024x1024,4,64,1,64,16,1,21817,28.0,2550,0.034370,109.085000
1737827829155.000000,1024x1024,4,64,1,64,16,1,21817,28.0,2550,0.034370,109.085000
1737827829156.000000,1024x1024,4,64,1,64,16,1,21817,28.0,2550,0.034370,109.085000
1737827829158.000000,1024x1024,4,64,1,64,16,1,21817,28.0,2550,0.034370,109.085000
1737827829159.000000,1024x1024,4,64,2,32,16,1,21817,28.0,2550,0.034440,87.268000
1737827829162.000000,1024x1024,4,64,2,32,16,1,21817,28.0,2550,0.034440,87.268000
1737827829163.000000,1024x1024,4,64,2,32,16,1,21817,28.0,2550,0.034440,87.268000
1737827829165.000000,1024x1024,4,64,4,16,16,1,21817,28.0,2550,0.035746,65.451000
1737827829167.000000,1024x1024,4,64,4,16,16,1,21817,28.0,2550,0.035746,65.451000
1737827829168.000000,1024x1024,4,64,4,16,16,1,21817,28.0,2550,0.035746,65.451000
1737827829170.000000,1024x1024,4,64,8,8,16,1,21817,28.0,2550,0.038439,87.268000
1737827829171.000000,1024x1024,4,64,8,8,16,1,21817,28.0,2550,0.038439,87.268000
1737827829173.000000,1024x1024,4,64,8,8,16,1,21817,28.0,2550,0.038439,87.268000
1737827829174.000000,1024x1024,4,64,8,8,16,1,21817,28.0,2550,0.038439,87.268000
1737827829176.000000,1024x1024,4,64,16,4,16,1,21817,28.0,2550,0.045052,109.085000
1737827829177.000000,1024x1024,4,64,16,4,16,1,21817,28.0,2550,0.045052,109.085000
1737827829179.000000,1024x1024,4,64,16,4,16,1,21817,28.0,2550,0.045052,109.085000
1737827829181.000000,1024x1024,4,64,16,4,16,1,21817,28.0,2550,0.045052,109.085000
1737827829183.000000,1024x1024,4,64,32,2,16,1,21817,28.0,2550,0.057738,109.085000
1737827829185.000000,1024x1024,4,64,32,2,16,1,21817,28.0,2550,0.057738,109.085000
1737827829187.000000,1024x1024,4,64,32,2,16,1,21817,28.0,2550,0.057738,109.085000
1737827829188.000000,1024x1024,4,64,32,2,16,1,21817,28.0,2550,0.057738,109.085000
1737827829190.000000,1024x1024,4,64,64,1,16,1,21817,28.0,2550,0.057258,130.902000
1737827829191.000000,1024x1024,4,64,64,1,16,1,21817,28.0,2550,0.057258,130.902000
1737827829193.000000,1024x1024,4,64,64,1,16,1,21817,28.0,2550,0.057258,130.902000
1737827829194.000000,1024x1024,4,64,64,1,16,1,21817,28.0,2550,0.057258,130.902000
1737827829196.000000,1024x1024,4,64,64,1,16,1,21817,28.0,2550,0.057258,130.902000
1737827829197.000000,1024x1024,4,128,1,128,8,1,21817,28.0,2550,0.037813,87.268000
1737827829199.000000,1024x1024,4,128,1,128,8,1,21817,28.0,2550,0.037813,87.268000
1737827829201.000000,1024x1024,4,128,1,128,8,1,21817,28.0,2550,0.037813,87.268000
1737827829203.000000,1024x1024,4,128,2,64,8,1,21817,28.0,2550,0.037836,87.268000
1737827829204.000000,1024x1024,4,128,2,64,8,1,21817,28.0,2550,0.037836,87.268000
1737827829206.000000,1024x1024,4,128,2,64,8,1,21817,28.0,2550,0.037836,87.268000
1737827829207.000000,1024x1024,4,128,2,64,8,1,21817,28.0,2550,0.037836,87.268000
1737827829209.000000,1024x1024,4,128,4,32,8,1,21817,28.0,2550,0.038052,87.268000
1737827829211.000000,1024x1024,4,128,4,32,8,1,21817,28.0,2550,0.038052,87.268000
1737827829212.000000,1024x1024,4,128,4,32,8,1,21817,28.0,2550,0.038052,87.268000
1737827829213.000000,1024x1024,4,128,4,32,8,1,21817,28.0,2550,0.038052,87.268000
1737827829215.000000,1024x1024,4,128,8,16,8,1,21817,28.0,2550,0.043308,87.268000
1737827829217.000000,1024x1024,4,128,8,16,8,1,21817,28.0,2550,0.043308,87.268000
1737827829218.000000,1024x1024,4,128,8,16,8,1,21817,28.0,2550,0.043308,87.268000
1737827829219.000000,1024x1024,4,128,8,16,8,1,21817,28.0,2550,0.043308,87.268000
1737827829222.000000,1024x1024,4,128,16,8,8,1,21817,28.0,2550,0.055145,130.902000
1737827829223.000000,1024x1024,4,128,16,8,8,1,21817,28.0,2550,0.055145,130.902000
1737827829225.000000,1024x1024,4,128,16,8,8,1,21817,28.0,2550,0.055145,130.902000
