timestamp_ms,matrix_size,impl,threads,blockX,blockY,gridX,gridY,power_mW,temp_c,clock_MHz,time_ms,energy_mJ
1737736741486.000000,16384x16384,3,32,1,32,512,1,21394,29.0,210,3.698251,15624.633000
1737736741488.000000,16384x16384,3,32,1,32,512,1,21394,29.0,210,3.698251,15624.633000
1737736741489.000000,16384x16384,3,32,1,32,512,1,21394,29.0,210,3.698251,15624.633000
1737736741491.000000,16384x16384,3,32,1,32,512,1,21394,29.0,210,3.698251,15624.633000
1737736741492.000000,16384x16384,3,32,1,32,512,1,21394,29.0,210,3.698251,15624.633000
1737736741494.000000,16384x16384,3,32,1,32,512,1,21394,29.0,210,3.698251,15624.633000
1737736741497.000000,16384x16384,3,32,1,32,512,1,21394,29.0,210,3.698251,15624.633000
1737736741505.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741507.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741513.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741515.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741516.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741519.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741520.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741522.000000,16384x16384,3,32,1,32,512,1,21389,29.0,210,3.698251,15624.633000
1737736741523.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741541.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741543.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741544.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741546.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741548.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741549.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741551.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741557.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741559.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741560.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741561.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741563.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741564.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741566.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741568.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741570.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741571.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741573.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741574.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741576.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741577.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741579.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741580.000000,16384x16384,3,32,1,32,512,1,21389,29.0,2550,3.698251,15624.633000
1737736741581.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741583.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741584.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741596.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741597.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741599.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741600.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741602.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741603.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741605.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741607.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741608.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741610.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741612.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741613.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741614.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741616.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741617.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741619.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741620.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741621.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741623.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
1737736741624.000000,16384x16384,3,32,1,32,512,1,22314,29.0,2550,3.698251,15624.633000
