timestamp_ms,matrix_size,impl,threads,blockX,blockY,gridX,gridY,power_mW,temp_c,clock_MHz,time_ms,energy_mJ
1737700643688.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643690.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643691.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643693.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643694.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643696.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643698.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643701.000000,1024x1024,1,32,1,32,32,1,21622,27.0,210,0.254012,2189.894000
1737700643709.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643711.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643718.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643720.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643722.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643725.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643726.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643728.000000,1024x1024,1,32,1,32,32,1,21691,27.0,210,0.254012,2189.894000
1737700643729.000000,1024x1024,1,32,1,32,32,1,21691,27.0,2550,0.254012,2189.894000
1737700643743.000000,1024x1024,1,32,1,32,32,1,21691,27.0,2550,0.254012,2189.894000
1737700643745.000000,1024x1024,1,32,1,32,32,1,21691,27.0,2550,0.254012,2189.894000
1737700643746.000000,1024x1024,1,32,1,32,32,1,21691,27.0,2550,0.254012,2189.894000
1737700643747.000000,1024x1024,1,32,1,32,32,1,21691,27.0,2550,0.254012,2189.894000
1737700643749.000000,1024x1024,1,32,1,32,32,1,21691,27.0,2550,0.254012,2189.894000
