block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__sass_inst_executed_op_shared_ld.avg.per_cycle_active,time,times,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,SM_Utilization,strategy_time,framework_time,timestamp,label,batch_size,seq_len,nhead,dim_per_head
1,64,135,4.163519007834939,0.05475029148183154,0.008831999929887908,"[0.003903999924659729, 0.01321600005030632, 0.010623999871313572, 0.008704000152647495, 0.00863999966531992, 0.008832000195980072, 0.007903999648988247]",0,0,1216.3556860759854,0,749.4845590554178,0.0,4.163519007834939,0,52.8330341912806,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,64,150,4.163712544614448,0.05489306366377998,0.008576000042791878,"[0.003903999924659729, 0.012927999719977379, 0.009952000342309475, 0.008895999751985073, 0.008736000396311283, 0.007648000027984381, 0.007968000136315823]",0,0,1217.806130181998,0,774.1559301503003,0.0,4.163712544614448,0,59.75749343633652,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,64,165,4.163687997408847,0.05508051082731816,0.009010285737791232,"[0.00431999983265996, 0.01321600005030632, 0.011552000418305397, 0.008767999708652496, 0.008576000109314919, 0.00863999966531992, 0.00800000037997961]",0,0,1218.7646720558405,0,741.2400543689728,0.0,4.163687997408847,0,56.56454432755709,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,64,185,4.163708083369126,0.05497596187151032,0.008731428666838579,"[0.003903999924659729, 0.013120000250637531, 0.010080000385642052, 0.008320000022649765, 0.008991999551653862, 0.008576000109314919, 0.008128000423312187]",0,0,1217.57299778983,0,761.0560208559036,0.0,4.163708083369126,0,53.283375687897205,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,64,200,4.163660994719221,0.054782038449590995,0.009147428508315767,"[0.003903999924659729, 0.013887999579310417, 0.010816000401973724, 0.008767999708652496, 0.008895999751985073, 0.00940799992531538, 0.008352000266313553]",0,0,1222.0307220704854,0,734.1166129335761,0.0,4.163660994719221,0,56.177401915192604,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,64,215,4.163621891443229,0.054968726839506,0.009234285647315639,"[0.0041600000113248825, 0.013439999893307686, 0.010751999914646149, 0.009151999838650227, 0.009375999681651592, 0.00902399979531765, 0.008736000396311283]",0,0,1217.4784769304097,0,720.2770407311618,0.0,4.163621891443229,0,55.474771186709404,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,64,235,4.163701108600464,0.0548380632544898,0.009065142899219478,"[0.004191999789327383, 0.013791999779641628, 0.010495999827980995, 0.008895999751985073, 0.009600000455975533, 0.008352000266313553, 0.008128000423312187]",0,0,1223.6718847416341,0,733.8707218877971,0.0,4.163701108600464,0,57.34150530770421,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,64,250,4.163591966168478,0.05498777048703256,0.008726857070411955,"[0.004255999810993671, 0.012671999633312225, 0.010528000071644783, 0.009056000038981438, 0.008895999751985073, 0.007968000136315823, 0.007712000049650669]",0,0,1218.371887691319,0,760.4343178682029,0.0,4.163591966168478,0,54.94353035464883,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,128,100,8.308656103474767,0.10189970531776248,0.009069714296076978,"[0.004031999967992306, 0.013663999736309052, 0.010944000445306301, 0.008511999621987343, 0.009216000325977802, 0.008704000152647495, 0.008415999822318554]",0,0,1215.479918755591,0,736.5557779558003,0.0,8.308656103474767,0,53.021515253931284,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,128,115,8.309122579467761,0.10344984911391085,0.00885485704722149,"[0.003967999946326017, 0.013856000266969204, 0.010367999784648418, 0.009375999681651592, 0.0081599997356534, 0.007935999892652035, 0.008320000022649765]",0,0,1218.9737292937934,0,754.6209609135985,0.0,8.309122579467761,0,52.46749194338918,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
1,128,135,8.307926664285636,0.10306828143770902,0.009042285781885897,"[0.004031999967992306, 0.014208000153303146, 0.0098879998549819, 0.00886400043964386, 0.00848000030964613, 0.008895999751985073, 0.008927999995648861]",0,0,1217.2830160707235,0,735.766323748976,0.0,8.307926664285636,0,56.23178230598569,2025-04-04T18:20:31.150742,baseline,4,1024,16,256
