seq_len,batch_size,nhead,dim_per_head,block_x,block_y,thread_count,predicted_time_ns,actual_time_ns,predicted_power,actual_power,mem_coal,mem_uncoal,mem_partial,local_insts,shared_insts,synch_insts,fp_insts,int_insts,sfu_insts,alu_insts,total_insts,registers_per_thread,shared_mem_bytes
512,4,16,256,2,128,256,8466869.26862124,14336.000196635723,4576.782620462798,87.658,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,2,256,512,16907355.957373932,32665.599882602688,4576.782620462798,115.833,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,2,512,1024,22528801.19459602,40959.99896526337,4576.782620462798,103.403,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,4,8,32,651423.4436103952,12492.800317704678,4576.782620462798,72.969,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,4,16,64,1956839.9506611992,22572.800144553185,4576.782620462798,70.461,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,4,32,128,3961653.4461651524,24166.400358080864,4576.782620462798,71.431,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,4,64,256,8042928.352353848,15590.3996899724,4576.782620462798,82.275,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,4,128,512,16349047.114579849,23756.80059194565,4576.782620462798,87.467,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,4,256,1024,22169041.450266343,53759.99957323074,4576.782620462798,79.213,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,8,4,32,556713.095589669,12902.400083839893,4058.567323244944,69.082,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,8,8,64,1621767.041110039,13107.199966907501,4014.090384856951,67.831,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,8,16,128,3259148.2552882405,23347.200453281403,4058.567323244944,71.245,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,8,32,256,6569748.510688403,28646.399825811386,4103.044261632936,71.071,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,8,64,512,13262747.365866393,39974.3989109993,4147.5212000209285,70.7,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,8,128,1024,17864870.328395683,55756.80062174797,4191.9981384089215,73.828,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,16,2,32,514374.3518118906,13311.99984997511,3759.972500207536,66.895,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,16,4,64,1506986.781377632,14540.800079703331,3737.7340310135396,67.135,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,16,8,128,2978537.1621764936,26412.799954414368,3715.495561819543,67.046,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,16,16,256,5903705.140798973,23756.80059194565,3693.2570926255466,67.5,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,16,32,512,11862065.077120777,51801.60105228424,3715.495561819543,68.387,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,16,64,1024,15903652.98130813,79263.9970779419,3737.7340310135396,67.093,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,32,1,32,387951.2772559998,15155.199728906155,3588.436619494835,66.663,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,32,2,64,1138033.3646467444,28326.399996876717,3577.3173848978377,66.693,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,32,4,128,2256290.6472782777,23564.80024755001,3566.1981503008387,66.061,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,32,8,256,4485713.915476284,46118.39950084686,3555.078915703841,65.647,0,0,12,0,1,6,4,16,1,248,288,32,0
