seq_len,batch_size,nhead,dim_per_head,block_x,block_y,thread_count,predicted_time_ns,actual_time_ns,predicted_power,actual_power,mem_coal,mem_uncoal,mem_partial,local_insts,shared_insts,synch_insts,fp_insts,int_insts,sfu_insts,alu_insts,total_insts,registers_per_thread,shared_mem_bytes
128,4,16,256,1,32,32,903458.3315796804,21171.199902892113,200.0,99.279,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,64,64,2681512.602680989,20620.800368487835,200.0,0.0,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,128,128,5343616.813324249,21087.999641895294,200.0,127.188,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,256,256,10667825.234610775,22508.799843490124,200.0,162.791,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,512,512,21316242.077183817,26201.600208878517,200.0,183.993,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,1,1024,1024,28411868.50822672,35839.999839663506,200.0,187.438,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,16,32,903287.6077258989,20806.39973282814,200.0,96.166,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,32,64,2681257.8689043145,20723.200403153896,200.0,97.449,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,64,128,5343362.079547576,21094.399876892567,200.0,110.943,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,128,256,10667570.500834098,22924.799844622612,200.0,125.755,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,256,512,21315987.343407143,26444.800198078156,200.0,136.603,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,2,512,1024,28411697.784372933,35839.999839663506,200.0,141.951,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,8,32,894483.6305975737,22227.200306952,200.0,95.326,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,16,64,2680748.401350967,21708.799712359905,200.0,95.955,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,32,128,5342852.611994227,21478.399634361267,200.0,97.088,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,64,256,10667061.03328075,23513.600043952465,200.0,105.52,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,128,512,21315477.875853796,28544.000163674355,200.0,111.225,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,4,256,1024,28411356.336665373,39404.80053424835,200.0,112.77,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,4,32,731385.000224783,20928.00009995699,200.0,94.472,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,8,64,2109555.6797741195,21951.99988782406,200.0,95.087,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,16,128,4321350.262812119,22783.999890089035,200.0,96.005,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,32,256,8862669.414476793,26035.19968688488,200.0,96.073,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,64,512,18180951.020081937,34361.5997582674,200.0,95.993,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,8,128,1024,24862464.142640248,51136.00045442581,200.0,95.97,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,2,32,668938.5416021865,22387.20040768385,200.0,93.096,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,4,64,1953908.143790654,23500.799760222435,200.0,94.085,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,8,128,3834895.782931799,25542.399659752846,200.0,94.913,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,16,256,7537983.50243277,31776.000559329983,200.0,95.415,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,32,512,15298106.190182744,46259.20131802559,200.0,95.063,0,0,12,0,1,6,4,16,1,183,223,32,0
128,4,16,256,16,64,1024,20705871.22382367,74515.19966125488,200.0,94.896,0,0,12,0,1,6,4,16,1,183,223,32,0
