Kernel,BlockX,BlockY,ThreadCount,GridX,GridY,DataSize,EstTime(ns),ActTime(ns),DiffTime(%),WarpsPerSM,PredictedPower(W),ActualPower(W),MemCoal,MemUncoal,MemPartial,LocalInsts,SharedInsts,SynchInsts,FpInsts,IntInsts,SfuInsts,AluInsts,TotalInsts,RegsPerThread,SharedMemBytes
mha.cu,1,32,32,256,1,131072,2759518.85,62464.00,4317.77,1.00,193.05,55.98,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,2,16,32,256,1,131072,2701015.79,62464.00,4224.12,1.00,193.05,56.02,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,4,8,32,256,1,131072,2584009.68,63488.00,3970.08,1.00,193.07,56.16,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,8,4,32,256,1,131072,2349997.46,63488.00,3601.48,1.00,193.11,56.06,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,16,2,32,256,1,131072,1881973.00,53760.00,3400.69,1.00,193.22,56.12,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,32,1,32,256,1,131072,802309.48,62688.00,1179.85,1.00,177.80,56.17,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,1,64,64,256,1,131072,5509162.50,62480.00,8717.48,2.00,193.05,56.02,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,2,32,64,256,1,131072,5392156.39,53248.00,10026.50,2.00,193.06,56.14,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,4,16,64,256,1,131072,5158144.16,52848.00,9660.34,2.00,193.07,56.07,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,8,8,64,256,1,131072,4690119.71,53264.00,8705.42,2.00,193.11,56.23,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,16,4,64,256,1,131072,3754070.81,40688.00,9126.48,2.00,193.23,56.24,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,32,2,64,256,1,131072,1464979.83,53248.00,2651.24,2.00,170.60,56.17,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,64,1,64,256,1,131072,1724507.69,63440.00,2618.33,2.00,185.02,56.00,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,1,128,128,256,1,131072,11008449.80,63072.00,17353.78,4.00,193.05,56.06,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,2,64,128,256,1,131072,10774437.58,62400.00,17166.73,4.00,193.06,56.04,12,0,0,0,0,0,0,0,0,0,12,32,0
mha.cu,4,32,128,256,1,131072,10306413.13,53312.00,19232.26,4.00,193.07,55.97,12,0,0,0,0,0,0,0,0,0,12,32,0
