Kernel,BlockX,BlockY,ThreadCount,GridX,GridY,DataSize,EstTime(ns),ActTime(ns),DiffTime(%),WarpsPerSM,PredictedPower(W),ActualPower(W),MemCoal,MemUncoal,MemPartial,LocalInsts,SharedInsts,SynchInsts,FpInsts,IntInsts,SfuInsts,AluInsts,TotalInsts,RegsPerThread,SharedMemBytes
convolution.cu,1,32,32,256,1,131072,52433.22,49152.00,6.68,1.00,199.06,22.05,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,16,32,256,1,131072,52433.22,57424.00,8.69,1.00,199.06,36.85,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,8,32,256,1,131072,52433.22,57344.00,8.56,1.00,199.06,42.04,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,4,32,256,1,131072,52433.22,48768.00,7.52,1.00,199.06,30.32,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,2,32,256,1,131072,52433.22,48128.00,8.95,1.00,199.06,35.16,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,1,32,256,1,131072,52433.22,49120.00,6.75,1.00,182.25,39.32,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,64,64,256,1,131072,95260.04,48096.00,98.06,2.00,199.81,43.91,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,32,64,256,1,131072,95260.04,49984.00,90.58,2.00,199.81,30.34,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,16,64,256,1,131072,95260.04,56864.00,67.52,2.00,199.81,35.50,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,8,64,256,1,131072,95260.04,56320.00,69.14,2.00,199.81,40.56,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,4,64,256,1,131072,95260.04,48224.00,97.54,2.00,199.81,26.53,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,2,64,256,1,131072,95260.04,49152.00,93.81,2.00,175.30,31.90,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,1,64,256,1,131072,95260.04,48624.00,95.91,2.00,190.56,37.14,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,128,128,256,1,131072,180913.68,60416.00,199.45,4.00,200.25,41.46,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,64,128,256,1,131072,180913.68,49152.00,268.07,4.00,200.25,28.82,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,32,128,256,1,131072,180913.68,49664.00,264.28,4.00,200.25,33.63,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,16,128,256,1,131072,180913.68,49152.00,268.07,4.00,200.25,37.62,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,8,128,256,1,131072,180913.68,48720.00,271.33,4.00,200.25,43.01,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,4,128,256,1,131072,180913.68,57376.00,215.31,4.00,168.03,30.70,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,2,128,256,1,131072,180913.68,48560.00,272.56,4.00,183.32,35.54,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,128,1,128,256,1,131072,180913.68,48352.00,274.16,4.00,198.62,40.56,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,256,256,256,1,131072,352220.97,61040.00,477.03,8.00,200.49,26.96,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,128,256,256,1,131072,352220.97,60416.00,482.99,8.00,200.49,32.57,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,64,256,256,1,131072,352220.97,54288.00,548.80,8.00,200.49,37.80,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,32,256,256,1,131072,352220.97,57360.00,514.05,8.00,200.49,42.36,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,16,256,256,1,131072,352220.97,57888.00,508.45,8.00,200.49,29.81,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,8,256,256,1,131072,352220.97,57344.00,514.22,8.00,160.56,35.17,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,4,256,256,1,131072,352220.97,57344.00,514.22,8.00,175.88,40.32,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,128,2,256,256,1,131072,352220.97,48640.00,624.14,8.00,191.20,44.91,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,256,1,256,256,1,131072,352220.97,57344.00,514.22,8.00,200.49,31.37,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,512,512,256,1,131072,694835.53,76000.00,814.26,16.00,200.61,36.95,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,256,512,256,1,131072,694835.53,68608.00,912.76,16.00,200.61,42.53,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,128,512,256,1,131072,694835.53,57392.00,1110.68,16.00,200.61,27.89,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,64,512,256,1,131072,694835.53,45200.00,1437.25,16.00,200.61,33.23,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,32,512,256,1,131072,694835.53,57344.00,1111.70,16.00,200.61,38.24,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,16,512,256,1,131072,694835.53,57344.00,1111.70,16.00,152.99,43.61,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,8,512,256,1,131072,694835.53,32192.00,2058.41,16.00,168.32,30.20,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,128,4,512,256,1,131072,694835.53,48272.00,1339.42,16.00,183.65,35.48,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,256,2,512,256,1,131072,694835.53,49072.00,1315.95,16.00,198.98,40.59,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,512,1,512,256,1,131072,694835.53,57344.00,1111.70,16.00,200.61,46.41,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,1024,1024,256,1,131072,1380064.66,77824.00,1673.32,32.00,200.68,31.96,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,512,1024,256,1,131072,1380064.66,78784.00,1651.71,32.00,200.68,37.09,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,256,1024,256,1,131072,1380064.66,63440.00,2075.39,32.00,200.68,41.88,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,128,1024,256,1,131072,1380064.66,49152.00,2707.75,32.00,200.68,28.16,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,64,1024,256,1,131072,1380064.66,57456.00,2301.95,32.00,200.68,33.58,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,32,1024,256,1,131072,1380064.66,54736.00,2421.31,32.00,145.37,38.70,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,16,1024,256,1,131072,1380064.66,49072.00,2712.33,32.00,160.70,43.74,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
