Kernel,BlockX,BlockY,ThreadCount,GridX,GridY,DataSize,EstTime(ns),ActTime(ns),DiffTime(%),WarpsPerSM,PredictedPower(W),ActualPower(W),MemCoal,MemUncoal,MemPartial,LocalInsts,SharedInsts,SynchInsts,FpInsts,IntInsts,SfuInsts,AluInsts,TotalInsts,RegsPerThread,SharedMemBytes
mha.cu,1,32,32,256,1,131072,3104076.86,53232.00,5731.22,1.00,172.85,56.52,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,2,16,32,256,1,131072,3060185.99,53104.00,5662.63,1.00,172.86,56.45,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,4,8,32,256,1,131072,2972404.25,62480.00,4657.37,1.00,172.90,56.49,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,8,4,32,256,1,131072,2796840.78,65536.00,4167.64,1.00,172.97,56.52,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,16,2,32,256,1,131072,2445713.83,42048.00,5716.48,1.00,173.14,56.36,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,32,1,32,256,1,131072,1524516.19,36448.00,4082.72,1.00,158.61,56.38,12,0,0,0,1,5,0,5,0,11,34,32,0
mha.cu,1,64,64,256,1,131072,6198852.46,63536.00,9656.44,2.00,172.85,56.47,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,2,32,64,256,1,131072,6111070.72,39488.00,15375.77,2.00,172.87,56.45,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,4,16,64,256,1,131072,5935507.25,64144.00,9153.41,2.00,172.90,56.41,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,8,8,64,256,1,131072,5584380.30,53472.00,10343.56,2.00,172.97,56.38,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,16,4,64,256,1,131072,4882126.41,62624.00,7695.94,2.00,173.14,56.40,0,12,0,0,1,5,0,5,0,11,34,32,0
mha.cu,32,2,64,256,1,131072,1184924.52,62624.00,1792.13,2.00,158.33,56.40,12,0,0,0,1,5,0,5,0,11,34,32,0
mha.cu,64,1,64,256,1,131072,1301893.75,53872.00,2316.64,2.00,164.63,56.37,12,0,0,0,1,5,0,5,0,11,34,32,0
