Kernel,BlockX,BlockY,ThreadCount,GridX,GridY,DataSize,EstTime(ns),ActTime(ns),DiffTime(%),WarpsPerSM,PredictedPower(W),ActualPower(W),MemCoal,MemUncoal,MemPartial,LocalInsts,SharedInsts,SynchInsts,FpInsts,IntInsts,SfuInsts,AluInsts,TotalInsts,RegsPerThread,SharedMemBytes
convolution.cu,1,32,32,256,1,131072,52433.22,49216.00,6.54,1.00,199.06,23.17,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,2,16,32,256,1,131072,52433.22,50048.00,4.77,1.00,199.06,41.48,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,4,8,32,256,1,131072,52433.22,56816.00,7.71,1.00,199.06,28.89,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,8,4,32,256,1,131072,52433.22,56352.00,6.95,1.00,199.06,34.17,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,16,2,32,256,1,131072,52433.22,48288.00,8.58,1.00,199.06,38.37,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,32,1,32,256,1,131072,52433.22,57968.00,9.55,1.00,182.25,43.40,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,1,64,64,256,1,131072,95260.04,50160.00,89.91,2.00,199.81,30.82,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,2,32,64,256,1,131072,95260.04,49152.00,93.81,2.00,199.81,34.71,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,4,16,64,256,1,131072,95260.04,57344.00,66.12,2.00,199.81,39.58,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,8,8,64,256,1,131072,95260.04,49152.00,93.81,2.00,199.81,27.45,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,16,4,64,256,1,131072,95260.04,56320.00,69.14,2.00,199.81,32.33,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,32,2,64,256,1,131072,95260.04,56192.00,69.53,2.00,175.30,37.36,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,64,1,64,256,1,131072,95260.04,57344.00,66.12,2.00,190.56,42.20,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,1,128,128,256,1,131072,180913.68,53248.00,239.76,4.00,200.25,29.18,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,2,64,128,256,1,131072,180913.68,31200.00,479.85,4.00,200.25,34.21,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,4,32,128,256,1,131072,180913.68,49152.00,268.07,4.00,200.25,38.59,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,8,16,128,256,1,131072,180913.68,49152.00,268.07,4.00,200.25,43.06,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,16,8,128,256,1,131072,180913.68,57344.00,215.49,4.00,200.25,30.03,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,32,4,128,256,1,131072,180913.68,57344.00,215.49,4.00,168.03,34.91,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,64,2,128,256,1,131072,180913.68,33952.00,432.85,4.00,183.32,39.82,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,128,1,128,256,1,131072,180913.68,48176.00,275.53,4.00,198.62,28.00,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,1,256,256,256,1,131072,352220.97,67584.00,421.16,8.00,200.49,31.15,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,2,128,256,256,1,131072,352220.97,61280.00,474.77,8.00,200.49,36.55,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,4,64,256,256,1,131072,352220.97,49536.00,611.04,8.00,200.49,40.88,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,8,32,256,256,1,131072,352220.97,49152.00,616.60,8.00,200.49,27.92,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,16,16,256,256,1,131072,352220.97,56224.00,526.46,8.00,200.49,33.24,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,32,8,256,256,1,131072,352220.97,56320.00,525.39,8.00,160.56,38.33,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,64,4,256,256,1,131072,352220.97,56400.00,524.51,8.00,175.88,42.88,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,128,2,256,256,1,131072,352220.97,56880.00,519.24,8.00,191.20,30.12,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,256,1,256,256,1,131072,352220.97,49056.00,618.00,8.00,200.49,35.54,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,1,512,512,256,1,131072,694835.53,85056.00,716.92,16.00,200.61,39.32,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,2,256,512,256,1,131072,694835.53,68608.00,912.76,16.00,200.61,44.67,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,4,128,512,256,1,131072,694835.53,37328.00,1761.43,16.00,200.61,31.97,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,8,64,512,256,1,131072,694835.53,56432.00,1131.28,16.00,200.61,35.52,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,16,32,512,256,1,131072,694835.53,49152.00,1313.65,16.00,200.61,41.24,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,32,16,512,256,1,131072,694835.53,49200.00,1312.27,16.00,152.99,28.45,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,64,8,512,256,1,131072,694835.53,56320.00,1133.73,16.00,168.32,32.38,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,128,4,512,256,1,131072,694835.53,56848.00,1122.27,16.00,183.65,37.52,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,256,2,512,256,1,131072,694835.53,49152.00,1313.65,16.00,198.98,42.55,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,512,1,512,256,1,131072,694835.53,57344.00,1111.70,16.00,200.61,29.43,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,1,1024,1024,256,1,131072,1380064.66,77216.00,1687.28,32.00,200.68,34.79,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,2,512,1024,256,1,131072,1380064.66,77824.00,1673.32,32.00,200.68,40.09,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,4,256,1024,256,1,131072,1380064.66,63488.00,2073.74,32.00,200.68,44.99,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,8,128,1024,256,1,131072,1380064.66,48320.00,2756.09,32.00,200.68,31.24,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,16,64,1024,256,1,131072,1380064.66,56736.00,2332.43,32.00,200.68,36.55,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,32,32,1024,256,1,131072,1380064.66,49120.00,2709.58,32.00,145.37,41.31,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,64,16,1024,256,1,131072,1380064.66,48128.00,2767.49,32.00,160.70,27.21,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,128,8,1024,256,1,131072,1380064.66,48128.00,2767.49,32.00,176.04,33.07,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,256,4,1024,256,1,131072,1380064.66,48128.00,2767.49,32.00,191.37,37.55,0,0,0,0,0,0,0,0,0,3,3,32,0
convolution.cu,512,2,1024,256,1,131072,1380064.66,56768.00,2331.06,32.00,200.68,43.70,0,0,0,0,0,0,0,0,0,3,3,32,0
