Kernel,BlockX,BlockY,ThreadCount,GridX,GridY,DataSize,EstTime(ns),ActTime(ns),DiffTime(%),WarpsPerSM,PredictedPower(W),ActualPower(W),MemCoal,MemUncoal,MemPartial,LocalInsts,SharedInsts,SynchInsts,FpInsts,IntInsts,SfuInsts,AluInsts,TotalInsts,RegsPerThread,SharedMemBytes
convolution.cu,1,32,32,256,1,131072,52433.22,58320.00,10.09,1.00,199.06,24.05,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,16,32,256,1,131072,52433.22,50176.00,4.50,1.00,199.06,43.29,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,8,32,256,1,131072,52433.22,48144.00,8.91,1.00,199.06,30.84,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,4,32,256,1,131072,52433.22,56352.00,6.95,1.00,199.06,36.09,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,2,32,256,1,131072,52433.22,56912.00,7.87,1.00,199.06,40.40,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,1,32,256,1,131072,52433.22,48240.00,8.69,1.00,182.25,27.55,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,64,64,256,1,131072,95260.04,57344.00,66.12,2.00,199.81,33.07,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,32,64,256,1,131072,95260.04,58336.00,63.30,2.00,199.81,36.83,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,16,64,256,1,131072,95260.04,56832.00,67.62,2.00,199.81,42.25,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,8,64,256,1,131072,95260.04,57296.00,66.26,2.00,199.81,29.59,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,4,64,256,1,131072,95260.04,49152.00,93.81,2.00,199.81,33.66,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,2,64,256,1,131072,95260.04,57344.00,66.12,2.00,175.30,38.95,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,1,64,256,1,131072,95260.04,49152.00,93.81,2.00,190.56,44.42,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,128,128,256,1,131072,180913.68,60352.00,199.76,4.00,200.25,32.17,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,64,128,256,1,131072,180913.68,57328.00,215.58,4.00,200.25,36.07,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,32,128,256,1,131072,180913.68,57376.00,215.31,4.00,200.25,41.24,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,16,128,256,1,131072,180913.68,56528.00,220.04,4.00,200.25,27.88,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,8,128,256,1,131072,180913.68,57344.00,215.49,4.00,200.25,32.18,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,4,128,256,1,131072,180913.68,49152.00,268.07,4.00,168.03,36.94,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,2,128,256,1,131072,180913.68,46176.00,291.79,4.00,183.32,42.31,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,128,1,128,256,1,131072,180913.68,56528.00,220.04,4.00,198.62,28.57,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,256,256,256,1,131072,352220.97,68464.00,414.46,8.00,200.49,34.45,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,128,256,256,1,131072,352220.97,53248.00,561.47,8.00,200.49,38.14,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,64,256,256,1,131072,352220.97,49152.00,616.60,8.00,200.49,44.18,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,32,256,256,1,131072,352220.97,57344.00,514.22,8.00,200.49,30.61,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,16,256,256,1,131072,352220.97,57344.00,514.22,8.00,200.49,34.75,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,8,256,256,1,131072,352220.97,48288.00,629.42,8.00,160.56,39.98,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,4,256,256,1,131072,352220.97,49072.00,617.76,8.00,175.88,45.19,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,128,2,256,256,1,131072,352220.97,56144.00,527.35,8.00,191.20,30.74,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,256,1,256,256,1,131072,352220.97,57344.00,514.22,8.00,200.49,37.04,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,512,512,256,1,131072,694835.53,76448.00,808.90,16.00,200.61,42.39,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,256,512,256,1,131072,694835.53,68432.00,915.37,16.00,200.61,29.08,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,128,512,256,1,131072,694835.53,57856.00,1100.97,16.00,200.61,33.79,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,64,512,256,1,131072,694835.53,58368.00,1090.44,16.00,200.61,38.62,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,32,512,256,1,131072,694835.53,57344.00,1111.70,16.00,200.61,43.77,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,16,512,256,1,131072,694835.53,57344.00,1111.70,16.00,152.99,29.70,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,8,512,256,1,131072,694835.53,48128.00,1343.72,16.00,168.32,35.02,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,128,4,512,256,1,131072,694835.53,30240.00,2197.74,16.00,183.65,40.47,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,256,2,512,256,1,131072,694835.53,49152.00,1313.65,16.00,198.98,45.72,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,512,1,512,256,1,131072,694835.53,49136.00,1314.11,16.00,200.61,31.35,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1,1024,1024,256,1,131072,1380064.66,76784.00,1697.33,32.00,200.68,37.08,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,2,512,1024,256,1,131072,1380064.66,85024.00,1523.15,32.00,200.68,42.85,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,4,256,1024,256,1,131072,1380064.66,63024.00,2089.74,32.00,200.68,27.95,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,8,128,1024,256,1,131072,1380064.66,56784.00,2330.38,32.00,200.68,33.62,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,16,64,1024,256,1,131072,1380064.66,49952.00,2662.78,32.00,200.68,39.09,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,32,32,1024,256,1,131072,1380064.66,57344.00,2306.64,32.00,145.37,43.46,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,64,16,1024,256,1,131072,1380064.66,48608.00,2739.17,32.00,160.70,30.38,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,128,8,1024,256,1,131072,1380064.66,56320.00,2350.40,32.00,176.04,36.15,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,256,4,1024,256,1,131072,1380064.66,48656.00,2736.37,32.00,191.37,40.73,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,512,2,1024,256,1,131072,1380064.66,56320.00,2350.40,32.00,200.68,46.19,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
convolution.cu,1024,1,1024,256,1,131072,1380064.66,48128.00,2767.49,32.00,200.68,30.73,0.0,0.0,0.0,0,0.0,0,0,0,0,3,3.0,32,0
laplace3d.cu,1,32,32,256,1,131072,80984.43,58288.00,38.94,1.00,199.65,36.92,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,2,16,32,256,1,131072,80984.43,49664.00,63.06,1.00,199.65,41.41,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,4,8,32,256,1,131072,80984.43,50128.00,61.56,1.00,199.65,46.42,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,8,4,32,256,1,131072,80984.43,57216.00,41.54,1.00,199.65,31.56,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,16,2,32,256,1,131072,80984.43,58368.00,38.75,1.00,199.65,36.85,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,32,1,32,256,1,131072,80984.43,57344.00,41.23,1.00,182.78,41.47,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,1,64,64,256,1,131072,152362.47,54432.00,179.91,2.00,200.16,45.40,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,2,32,64,256,1,131072,152362.47,57488.00,165.03,2.00,200.16,30.91,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,4,16,64,256,1,131072,152362.47,57312.00,165.85,2.00,200.16,34.76,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,8,8,64,256,1,131072,152362.47,57344.00,165.70,2.00,200.16,39.26,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,16,4,64,256,1,131072,152362.47,49232.00,209.48,2.00,200.16,44.73,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
laplace3d.cu,32,2,64,256,1,131072,152362.47,49152.00,209.98,2.00,175.60,29.45,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5.0,32,0
